web_scraper_order,web_scraper_start_url,container_url,type chaussures,prix,adresse,image_lien
"1766818913-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3219227","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3219227_uploaded_image1_1625842539.jpg)
background-image:url(https://images.coinafrique.com/thumb_3219227_uploaded_image2_1625842540.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3219227_uploaded_image3_1625842540.jpeg)"
"1766818924-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219232","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3219232_uploaded_image1_1625842643.jpg)"
"1766818937-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3219248","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3219248_uploaded_image1_1625842846.jpg)"
"1766818946-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3222222","Chaussures enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg)"
"1766818955-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3224546","Chaussures  enfant","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3224546_uploaded_image1_1626108022.jpg)
background-image:url(https://images.coinafrique.com/thumb_3224546_uploaded_image2_1626108023.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3224546_uploaded_image3_1626108023.jpeg)"
"1766818965-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3227293","Chaussures Enfants","10 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3227293_uploaded_image1_1626223659.jpg)
background-image:url(https://images.coinafrique.com/thumb_3227293_uploaded_image2_1626223659.jpeg)"
"1766818979-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/babouches-enfant-3231496","Babouches enfant","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3231496_uploaded_image1_1626390253.jpg)
background-image:url(https://images.coinafrique.com/thumb_3231496_uploaded_image2_1626390253.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3231496_uploaded_image3_1626390253.jpeg)"
"1766819002-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3247099","Chaussures enfant","15 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg)
background-image:url(https://images.coinafrique.com/thumb_3247099_uploaded_image2_1627387079.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3247099_uploaded_image3_1627387079.jpeg)"
"1766819021-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3252340","Chaussures  fille","12 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3252340_uploaded_image1_1627653888.jpg)"
"1766819035-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3267690","Chaussures enfant","3 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3267690_uploaded_image1_1628334320.jpg)
background-image:url(https://images.coinafrique.com/thumb_3267690_uploaded_image2_1628334320.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3267690_uploaded_image3_1628334320.jpeg)"
"1766819049-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3288165","Chaussures enfant","13 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3288165_uploaded_image1_1629374192.jpg)
background-image:url(https://images.coinafrique.com/thumb_3288165_uploaded_image2_1629374193.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3288165_uploaded_image3_1629374193.jpeg)"
"1766819065-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288168","Chaussures enfants","13 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3288168_uploaded_image1_1629374275.jpg)
background-image:url(https://images.coinafrique.com/thumb_3288168_uploaded_image2_1629374275.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3288168_uploaded_image3_1629374275.jpeg)"
"1766819081-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3288174","Chaussures enfants","13 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3288174_uploaded_image1_1629374418.jpg)
background-image:url(https://images.coinafrique.com/thumb_3288174_uploaded_image2_1629374418.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3288174_uploaded_image3_1629374418.jpeg)"
"1766819093-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3305453","Chaussures enfants","2 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3305453_uploaded_image2_1630348767.jpeg)"
"1766819111-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3312395","Chaussures enfant","13 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3312395_uploaded_image1_1630601772.jpg)
background-image:url(https://images.coinafrique.com/thumb_3312395_uploaded_image2_1630601772.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3312395_uploaded_image3_1630601772.jpeg)"
"1766819128-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3316031","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3316031_uploaded_image1_1630757466.jpg)
background-image:url(https://images.coinafrique.com/thumb_3316031_uploaded_image2_1630757467.jpeg)"
"1766819145-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-3319920","Mocassins enfant","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg)
background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image2_1630947708.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image3_1630947708.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image4_1630947708.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image5_1630947708.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3319920_uploaded_image6_1630947708.jpeg)"
"1766819153-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-3327812","Baskets enfants","7 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image1_1631278298.jpg)
background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image2_1631278298.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image3_1631278298.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image1_1631278298.jpg)
background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image2_1631278298.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3327812_uploaded_image3_1631278298.jpeg)"
"1766819160-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3331774","Chaussures enfants","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3331774_uploaded_image2_1631522808.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3331774_uploaded_image3_1631522808.jpeg)"
"1766819168-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3336753","Chaussures enfant","5 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg)"
"1766819176-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3349497","Chaussures enfant","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3349497_uploaded_image1_1632394857.jpg)
background-image:url(https://images.coinafrique.com/thumb_3349497_uploaded_image2_1632394858.jpeg)"
"1766819185-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/mocassins-enfant-en-daim-3354895","Mocassins enfant en daim","15 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg)
background-image:url(https://images.coinafrique.com/thumb_3354895_uploaded_image2_1632752207.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3354895_uploaded_image3_1632752207.jpeg)"
"1766819192-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3365662","Chaussures enfant","6 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg)
background-image:url(https://images.coinafrique.com/thumb_3365662_uploaded_image2_1633268173.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3365662_uploaded_image3_1633268173.jpeg)"
"1766819201-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370124","Chaussures enfants","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3370124_uploaded_image1_1633461260.jpg)
background-image:url(https://images.coinafrique.com/thumb_3370124_uploaded_image2_1633461260.jpeg)"
"1766819209-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3370357","Chaussures enfants","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3370357_uploaded_image1_1633470461.jpg)"
"1766819217-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3372289","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3372289_uploaded_image1_1633544246.jpg)"
"1766819225-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3372302","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3372302_uploaded_image1_1633544921.jpg)"
"1766819235-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfants-3378261","Chaussures orthopédiques enfants","6 500 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3378261_uploaded_image1_1633851365.jpg)"
"1766819243-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-pour-enfants-3391943","Chaussures pour enfants","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3391943_uploaded_image1_1634574064.jpg)"
"1766819252-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfant-3398164","Baskets enfant","14 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3398164_uploaded_image1_1634895995.jpg)
background-image:url(https://images.coinafrique.com/thumb_3398164_uploaded_image2_1634895996.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3398164_uploaded_image3_1634895996.jpeg)"
"1766819260-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400230","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3400230_uploaded_image1_1634998844.jpg)
background-image:url(https://images.coinafrique.com/thumb_3400230_uploaded_image2_1634998844.jpeg)"
"1766819269-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3400235","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3400235_uploaded_image1_1634998926.jpg)"
"1766819277-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401225","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3401225_uploaded_image1_1635079810.jpg)"
"1766819286-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-fillettes-3401227","Sandales fillettes","1 500 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg)"
"1766819294-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3415124","Chaussures enfants","2 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3415124_uploaded_image1_1635810270.jpg)
background-image:url(https://images.coinafrique.com/thumb_3415124_uploaded_image2_1635810270.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3415124_uploaded_image3_1635810270.jpeg)"
"1766819302-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-petites-filles-3415129","Sandales petites filles","2 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3415129_uploaded_image1_1635810651.jpg)
background-image:url(https://images.coinafrique.com/thumb_3415129_uploaded_image2_1635810651.jpeg)"
"1766819311-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-jordan-enfants-3429274","Baskets Nike Jordan enfants","Prix sur demande","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg)"
"1766819320-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-orthopediques-enfant-3429468","Chaussures orthopédiques enfant","4 500 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg)"
"1766819328-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3432590","Chaussures enfant","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3432590_uploaded_image2_1636625019.jpeg)"
"1766819336-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussettes-bebe-3451771","Chaussettes bébé","9 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3451771_uploaded_image1_1637718423.jpg)"
"1766819346-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3462497","Chaussures  enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3462497_uploaded_image1_1638375172.jpg)"
"1766819379-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3475296","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3475296_uploaded_image1_1638981582.jpg)"
"1766819387-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/sandales-pour-enfants-3481315","Sandales pour enfants","1 000 CFA","Patte d'oie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3481315_uploaded_image1_1639352929.jpg)"
"1766819396-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/souliers-enfants-3486610","Souliers enfants","15 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3486610_uploaded_image1_1639656374.jpg)"
"1766819403-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-en-cuir-3495410","Chaussures  en cuir","12 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3495410_uploaded_image1_1640264833.jpg)
background-image:url(https://images.coinafrique.com/thumb_3495410_uploaded_image2_1640264833.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3495410_uploaded_image3_1640264833.jpeg)"
"1766819412-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-enfants-nike-3495835","Baskets enfants Nike","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3495835_uploaded_image1_1640284287.jpg)"
"1766819420-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-nike-enfant-3496189","Baskets Nike enfant","15 000 CFA","Biscuiterie, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3496189_uploaded_image2_1640319435.jpeg)"
"1766819429-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3513868","Chaussures enfant","10 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg)"
"1766819437-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-friperie-nike-enfants-3526935","Baskets friperie Nike enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg)"
"1766819446-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3526938","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3526938_uploaded_image1_1642345964.jpg)"
"1766819453-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-friperie-enfants-3526941","Chaussures friperie enfants","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3526941_uploaded_image1_1642346098.jpg)"
"1766819462-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528219","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3528219_uploaded_image1_1642431351.jpg)"
"1766819470-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3528221","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3528221_uploaded_image1_1642431390.jpg)"
"1766819479-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-3529128","Pantoufles","4 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3529128_uploaded_image1_1642500345.jpg)"
"1766819495-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/pantoufles-enfant-3533457","Pantoufles enfant","4 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3533457_uploaded_image1_1642754956.jpg)"
"1766819505-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3537500","Chaussures enfants","11 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3537500_uploaded_image1_1643045085.jpg)
background-image:url(https://images.coinafrique.com/thumb_3537500_uploaded_image2_1643045085.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3537500_uploaded_image3_1643045085.jpeg)"
"1766819513-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-fille-3543253","Chaussures fille","2 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3543253_uploaded_image1_1643397434.jpg)"
"1766819524-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-friperie-3544110","Chaussures enfants friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3544110_uploaded_image1_1643467157.jpg)
background-image:url(https://images.coinafrique.com/thumb_3544110_uploaded_image2_1643467158.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3544110_uploaded_image3_1643467158.jpeg)"
"1766819535-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3566810","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3566810_uploaded_image1_1644828396.jpg)"
"1766819546-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-friperie-3566813","Chaussures enfant friperie","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3566813_uploaded_image1_1644828469.jpg)"
"1766819556-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3579013","Chaussures enfants","5 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3579013_uploaded_image1_1645581208.jpg)"
"1766819565-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/baskets-air-force-one-3599487","Baskets Air Force One","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3599487_uploaded_image1_1646755996.jpg)
background-image:url(https://images.coinafrique.com/thumb_3599487_uploaded_image2_1646755997.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3599487_uploaded_image3_1646755997.jpeg)"
"1766819575-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/ballerines-enfant-3617411","Ballerines enfant","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3617411_uploaded_image1_1647863237.jpg)
background-image:url(https://images.coinafrique.com/thumb_3617411_uploaded_image2_1647863237.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3617411_uploaded_image3_1647863237.jpeg)"
"1766819583-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3641151","Chaussures enfants","7 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3641151_uploaded_image2_1649247824.jpeg)"
"1766819591-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3641983","Chaussures enfant","3 500 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3641983_uploaded_image1_1649278750.jpg)"
"1766819600-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669952","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3669952_uploaded_image1_1650975316.jpg)"
"1766819608-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669956","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3669956_uploaded_image2_1650975375.jpeg)
background-image:url(https://images.coinafrique.com/thumb_3669956_uploaded_image3_1650975375.jpeg)"
"1766819618-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfant-3669958","Chaussures enfant","Prix sur demande","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3669958_uploaded_image3_1650975432.jpeg)"
"1766819626-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673159","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3673159_uploaded_image3_1651154872.jpeg)"
"1766819636-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673165","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3673165_uploaded_image2_1651154980.jpeg)"
"1766819644-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=3","https://sn.coinafrique.com/annonce/chaussures-enfants/chaussures-enfants-3673169","Chaussures enfants","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3673169_uploaded_image2_1651155111.jpeg)"
