web_scraper_order,web_scraper_start_url,container_id,type chaussures,prix,adresse,image_lien
"1766793147-1","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-740-5548919","Baskets New Balance 740","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548919_uploaded_image1_1759168129.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548919_uploaded_image2_1759168129.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548919_uploaded_image3_1759168129.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548919_uploaded_image4_1759168129.jpeg)"
"1766793166-2","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-3-original-5548923","Baskets Jordan 3 original","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image1_1759168249.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image2_1759168249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image3_1759168249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image4_1759168249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image5_1759168249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548923_uploaded_image6_1759168249.jpeg)"
"1766793206-3","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-5548928","Baskets Jordan 4","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548928_uploaded_image1_1759168475.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548928_uploaded_image2_1759168475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548928_uploaded_image3_1759168475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548928_uploaded_image4_1759168475.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548928_uploaded_image5_1759168475.jpeg)"
"1766793223-4","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-740-5548951","Chaussures New Balance 740","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548951_uploaded_image1_1759169363.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548951_uploaded_image2_1759169363.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548951_uploaded_image3_1759169363.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548951_uploaded_image4_1759169363.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548951_uploaded_image5_1759169363.jpeg)"
"1766793231-5","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-shox-5548942","Chaussures Nike shox","27 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image1_1759169016.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image2_1759169016.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image3_1759169016.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image4_1759169016.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image5_1759169016.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548942_uploaded_image6_1759169016.jpeg)"
"1766793239-6","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-dior-alpha-5548962","Sandales Dior Alpha","17 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image1_1759169765.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image2_1759169765.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image3_1759169765.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image4_1759169765.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image5_1759169765.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548962_uploaded_image6_1759169765.jpeg)"
"1766793247-7","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-new-balance-530-5548965","Chaussures New Balance 530","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548965_uploaded_image1_1759169877.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548965_uploaded_image2_1759169877.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548965_uploaded_image3_1759169877.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548965_uploaded_image4_1759169877.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548965_uploaded_image5_1759169877.jpeg)"
"1766793255-8","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-kayono-5548956","Baskets Asic kayono","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image1_1759169555.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image2_1759169556.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image3_1759169556.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image4_1759169556.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image5_1759169556.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548956_uploaded_image6_1759169556.jpeg)"
"1766793269-9","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-5548972","Baskets Air force","18 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image1_1759170249.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image2_1759170249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image3_1759170249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image4_1759170249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image5_1759170249.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548972_uploaded_image6_1759170249.jpeg)"
"1766793286-10","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-air-f1-5548969","Chaussures Air f1","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5548969_uploaded_image1_1759170133.jpg)
background-image:url(https://images.coinafrique.com/thumb_5548969_uploaded_image2_1759170134.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548969_uploaded_image3_1759170134.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5548969_uploaded_image4_1759170134.jpeg)"
"1766793302-11","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-5591956","Chaussures homme","8 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5591956_uploaded_image1_1761508658.jpg)
background-image:url(https://images.coinafrique.com/thumb_5591956_uploaded_image2_1761508659.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5591956_uploaded_image3_1761508659.jpeg)"
"1766793309-12","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-5588272","Baskets Nike Air force 1","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image1_1761258036.jpg)
background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image2_1761258036.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image3_1761258036.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image4_1761258036.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image5_1761258036.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588272_uploaded_image6_1761258036.jpeg)"
"1766793317-13","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-5588276","Baskets Nike Air force","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image1_1761258377.jpg)
background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image2_1761258377.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image3_1761258377.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image4_1761258377.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image5_1761258377.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588276_uploaded_image6_1761258377.jpeg)"
"1766793325-14","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/asic-gel-nyc-5588303","Asic Gel Nyc","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image1_1761261141.jpg)
background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image2_1761261141.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image3_1761261141.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image4_1761261141.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image5_1761261141.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588303_uploaded_image6_1761261141.jpeg)"
"1766793333-15","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5560198","New Balance","27 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5560198_uploaded_image1_1759705125.jpg)
background-image:url(https://images.coinafrique.com/thumb_5560198_uploaded_image2_1759705125.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5560198_uploaded_image3_1759705125.jpeg)"
"1766793341-16","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-shox-5560200","Chaussures Nike shox","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image1_1759705337.jpg)
background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image2_1759705337.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image3_1759705337.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image4_1759705337.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image5_1759705337.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5560200_uploaded_image6_1759705337.jpeg)"
"1766793349-17","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-force-montante-5549311","Baskets Air force montante","18 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5549311_uploaded_image1_1759187054.jpg)
background-image:url(https://images.coinafrique.com/thumb_5549311_uploaded_image2_1759187055.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5549311_uploaded_image3_1759187055.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5549311_uploaded_image4_1759187055.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5549311_uploaded_image5_1759187055.jpeg)"
"1766793363-18","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/nike-air-max-5555902","Nike Air Max","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image1_1759447574.jpg)
background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image2_1759447574.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image3_1759447574.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image4_1759447574.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image5_1759447574.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5555902_uploaded_image6_1759447574.jpeg)"
"1766793377-19","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-5588722","Baskets Asic","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image1_1761293983.jpg)
background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image2_1761293983.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image3_1761293983.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image4_1761293983.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image5_1761293983.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588722_uploaded_image6_1761293983.jpeg)"
"1766793385-20","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-force-1-5588993","Baskets Nike Air force 1","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image1_1761304542.jpg)
background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image2_1761304543.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image3_1761304543.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image4_1761304543.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image5_1761304543.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5588993_uploaded_image6_1761304543.jpeg)"
"1766793393-21","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-740-5589017","Baskets New Balance 740","24 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image1_1761305990.jpg)
background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image2_1761305991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image3_1761305991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image4_1761305991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image5_1761305991.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5589017_uploaded_image6_1761305991.jpeg)"
"1766793403-22","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5550746","Baskets Nike TN","18 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image1_1759249989.jpg)
background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image2_1759249990.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image3_1759249990.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image4_1759249990.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image5_1759249990.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550746_uploaded_image6_1759249990.jpeg)"
"1766793411-23","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5550760","Baskets Adidas Adizero","27 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5550760_uploaded_image1_1759250198.jpg)
background-image:url(https://images.coinafrique.com/thumb_5550760_uploaded_image2_1759250199.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550760_uploaded_image3_1759250199.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550760_uploaded_image4_1759250199.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5550760_uploaded_image5_1759250199.jpeg)"
"1766793419-24","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-campus-5551113","Baskets Adidas campus","17 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5551113_uploaded_image1_1759265168.jpg)
background-image:url(https://images.coinafrique.com/thumb_5551113_uploaded_image2_1759265168.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5551113_uploaded_image3_1759265168.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5551113_uploaded_image4_1759265168.jpeg)"
"1766793428-25","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/nike-shox-r4-5570882","Nike shox R4","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image1_1760305854.jpg)
background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image2_1760305854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image3_1760305854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image4_1760305854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image5_1760305854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5570882_uploaded_image6_1760305854.jpeg)"
"1766793436-26","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-balenciaga-5593164","Chaussures Balenciaga","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5593164_uploaded_image1_1761605705.jpg)
background-image:url(https://images.coinafrique.com/thumb_5593164_uploaded_image2_1761605706.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5593164_uploaded_image3_1761605706.jpeg)"
"1766793445-27","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-5580645","New Balance","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5580645_uploaded_image1_1760827559.jpg)
background-image:url(https://images.coinafrique.com/thumb_5580645_uploaded_image2_1760827559.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5580645_uploaded_image3_1760827559.jpeg)"
"1766793454-28","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/new-balance-1906-5580643","New balance 1906","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5580643_uploaded_image1_1760827489.jpg)
background-image:url(https://images.coinafrique.com/thumb_5580643_uploaded_image2_1760827489.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5580643_uploaded_image3_1760827489.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5580643_uploaded_image4_1760827489.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5580643_uploaded_image5_1760827489.jpeg)"
"1766793463-29","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552006","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552006_uploaded_image1_1759307290.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552006_uploaded_image2_1759307290.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552006_uploaded_image3_1759307290.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552006_uploaded_image4_1759307290.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552006_uploaded_image5_1759307290.jpeg)"
"1766793472-30","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adizero-5552010","Baskets Adidas adizero","27 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image1_1759307377.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image2_1759307378.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image3_1759307378.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image4_1759307378.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image5_1759307378.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552010_uploaded_image6_1759307378.jpeg)"
"1766793480-31","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552449","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image1_1759318532.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image2_1759318532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image3_1759318532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image4_1759318532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image5_1759318532.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552449_uploaded_image6_1759318532.jpeg)"
"1766793489-32","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-fresh-foam-5552446","Baskets New Balance fresh foam","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image1_1759318432.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image2_1759318432.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image3_1759318432.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image4_1759318432.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image5_1759318432.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552446_uploaded_image6_1759318432.jpeg)"
"1766793497-33","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-asic-1130-5571618","Baskets Asic 1130","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5571618_uploaded_image1_1760357347.jpg)
background-image:url(https://images.coinafrique.com/thumb_5571618_uploaded_image2_1760357347.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5571618_uploaded_image3_1760357347.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5571618_uploaded_image4_1760357347.jpeg)"
"1766793506-34","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-air-max-95-5567806","Baskets Air Max 95","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5567806_uploaded_image1_1760100010.jpg)
background-image:url(https://images.coinafrique.com/thumb_5567806_uploaded_image2_1760100010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5567806_uploaded_image3_1760100010.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5567806_uploaded_image4_1760100010.jpeg)"
"1766793513-35","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-tn-5567803","Baskets Nike TN","17 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5567803_uploaded_image1_1760099855.jpg)
background-image:url(https://images.coinafrique.com/thumb_5567803_uploaded_image2_1760099855.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5567803_uploaded_image3_1760099855.jpeg)"
"1766793522-36","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-jordan-4-rm-5567808","Baskets Jordan 4 RM","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5567808_uploaded_image1_1760100111.jpg)
background-image:url(https://images.coinafrique.com/thumb_5567808_uploaded_image2_1760100111.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5567808_uploaded_image3_1760100111.jpeg)"
"1766793542-37","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-vans-knu-scool-5552664","Baskets Vans knu scool","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552664_uploaded_image1_1759323810.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552664_uploaded_image2_1759323810.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552664_uploaded_image3_1759323810.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552664_uploaded_image4_1759323810.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552664_uploaded_image5_1759323810.jpeg)"
"1766793555-38","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-reebok-5552649","Baskets  Reebok","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5552649_uploaded_image1_1759323592.jpg)
background-image:url(https://images.coinafrique.com/thumb_5552649_uploaded_image2_1759323592.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5552649_uploaded_image3_1759323592.jpeg)"
"1766793573-39","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-zoom-running-5581224","Chaussures Nike zoom running","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5581224_uploaded_image1_1760883477.jpg)
background-image:url(https://images.coinafrique.com/thumb_5581224_uploaded_image2_1760883477.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5581224_uploaded_image3_1760883477.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5581224_uploaded_image4_1760883477.jpeg)"
"1766793588-40","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-adistar-5577775","Baskets Adidas adistar","18 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image1_1760656709.jpg)
background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image2_1760656710.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image3_1760656710.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image4_1760656710.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image5_1760656710.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5577775_uploaded_image6_1760656710.jpeg)"
"1766793596-41","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-new-balance-1000-5582640","Baskets New Balance 1000","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5582640_uploaded_image1_1760962573.jpg)
background-image:url(https://images.coinafrique.com/thumb_5582640_uploaded_image2_1760962573.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5582640_uploaded_image3_1760962573.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5582640_uploaded_image4_1760962573.jpeg)"
"1766793606-42","https://sn.coinafrique.com/categorie/chaussures-homme?page=3","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-superstar-5587686","Baskets Adidas superstar","25 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5587686_uploaded_image1_1761224456.jpg)
background-image:url(https://images.coinafrique.com/thumb_5587686_uploaded_image2_1761224456.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587686_uploaded_image3_1761224456.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587686_uploaded_image4_1761224456.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5587686_uploaded_image5_1761224456.jpeg)"
