web_scraper_order,web_scraper_start_url,container_urls,type habits,prix,adresse,image_lien
"1766789315-197","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jeans-homme-5686546","Jeans homme","13 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5686546_uploaded_image1_1766498786.jpg)
background-image:url(https://images.coinafrique.com/thumb_5686546_uploaded_image2_1766498786.jpeg)"
"1766789325-198","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/doudoune-5686559","Doudoune","12 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5686559_uploaded_image1_1766499901.jpg)
background-image:url(https://images.coinafrique.com/thumb_5686559_uploaded_image2_1766499902.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5686559_uploaded_image3_1766499902.jpeg)"
"1766789335-199","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-personnalise-5686965","Pull personnalisé","12 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5686965_uploaded_image1_1766517468.jpg)
background-image:url(https://images.coinafrique.com/thumb_5686965_uploaded_image2_1766517468.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5686965_uploaded_image3_1766517468.jpeg)"
"1766789346-200","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5640578","Ensemble homme","15 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5640578_uploaded_image1_1764085646.jpg)
background-image:url(https://images.coinafrique.com/thumb_5640578_uploaded_image2_1764085646.jpeg)"
"1766789354-201","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5688457","Pull over","12 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5688457_uploaded_image1_1766603840.jpg)"
"1766789364-202","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/doudoune-sans-maches-5689383","Doudoune sans maches","8 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5689383_uploaded_image1_1766693615.jpg)"
"1766789373-203","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/veste-chemise-5689433","Veste chemise","15 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5689433_uploaded_image1_1766696478.jpg)
background-image:url(https://images.coinafrique.com/thumb_5689433_uploaded_image2_1766696478.jpeg)"
"1766789383-204","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5682961","Pull-over","6 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5682961_uploaded_image1_1766270414.jpg)
background-image:url(https://images.coinafrique.com/thumb_5682961_uploaded_image2_1766270415.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682961_uploaded_image3_1766270415.jpeg)"
"1766789408-205","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-unique-en-coton-5658191","T-shirt unique en coton","3 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image1_1764973421.jpg)
background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image2_1764973422.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image3_1764973422.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image4_1764973422.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image5_1764973422.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5658191_uploaded_image6_1764973422.jpeg)"
"1766789417-206","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5674255","Pantalon bas large","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5674255_uploaded_image1_1765840104.jpg)
background-image:url(https://images.coinafrique.com/thumb_5674255_uploaded_image2_1765840104.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674255_uploaded_image3_1765840104.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674255_uploaded_image4_1765840104.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674255_uploaded_image5_1765840104.jpeg)"
"1766789428-207","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-bas-large-5674256","Pantalon bas large","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5674256_uploaded_image1_1765840156.jpg)
background-image:url(https://images.coinafrique.com/thumb_5674256_uploaded_image2_1765840156.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674256_uploaded_image3_1765840156.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5674256_uploaded_image4_1765840156.jpeg)"
"1766789438-208","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-collant-5667205","Pull collant","5 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5667205_uploaded_image1_1765447970.jpg)
background-image:url(https://images.coinafrique.com/thumb_5667205_uploaded_image2_1765447970.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5667205_uploaded_image3_1765447970.jpeg)"
"1766789453-209","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5671819","Blouson","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5671819_uploaded_image1_1765709939.jpg)
background-image:url(https://images.coinafrique.com/thumb_5671819_uploaded_image2_1765709939.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5671819_uploaded_image3_1765709939.jpeg)"
"1766789464-210","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-en-jeans-5663474","Ensemble en jeans","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image1_1765280744.jpg)
background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image2_1765280744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image3_1765280744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image4_1765280744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image5_1765280744.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5663474_uploaded_image6_1765280744.jpeg)"
"1766789475-211","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-5682171","Ensemble","22 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5682171_uploaded_image1_1766235033.jpg)
background-image:url(https://images.coinafrique.com/thumb_5682171_uploaded_image2_1766235033.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682171_uploaded_image3_1766235033.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682171_uploaded_image4_1766235033.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682171_uploaded_image5_1766235033.jpeg)"
"1766789492-212","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-unique-original-100-coton-5682233","Chemise unique original 100℅ coton","5 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5682233_uploaded_image1_1766238315.jpg)
background-image:url(https://images.coinafrique.com/thumb_5682233_uploaded_image2_1766238315.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682233_uploaded_image3_1766238315.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682233_uploaded_image4_1766238315.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682233_uploaded_image5_1766238315.jpeg)"
"1766789502-213","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/liquete-djiene-5682243","Liquête djiene","10 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5682243_uploaded_image1_1766238454.jpg)
background-image:url(https://images.coinafrique.com/thumb_5682243_uploaded_image2_1766238455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682243_uploaded_image3_1766238455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682243_uploaded_image4_1766238455.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5682243_uploaded_image5_1766238455.jpeg)"
"1766789519-214","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5657576","Ensemble homme","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657576_uploaded_image1_1764942384.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657576_uploaded_image2_1764942384.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657576_uploaded_image3_1764942384.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657576_uploaded_image4_1764942384.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657576_uploaded_image5_1764942384.jpeg)"
"1766789529-215","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/blouson-5657571","Blouson","20 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657571_uploaded_image1_1764942132.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657571_uploaded_image2_1764942132.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657571_uploaded_image3_1764942132.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657571_uploaded_image4_1764942132.jpeg)"
"1766789539-216","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-lacostes-kaki-5669734","Ensemble lacostes + kaki","13 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image1_1765555257.jpg)
background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image2_1765555258.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image3_1765555258.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image4_1765555258.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image5_1765555258.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5669734_uploaded_image6_1765555258.jpeg)"
"1766789549-217","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/gilet-5657703","Gilet","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657703_uploaded_image1_1764948943.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657703_uploaded_image2_1764948943.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657703_uploaded_image3_1764948943.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657703_uploaded_image4_1764948943.jpeg)"
"1766789560-218","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5657710","Pull-over","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657710_uploaded_image1_1764949465.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657710_uploaded_image2_1764949465.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657710_uploaded_image3_1764949465.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657710_uploaded_image4_1764949465.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657710_uploaded_image5_1764949465.jpeg)"
"1766789570-219","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jacket-5657709","Jacket","14 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657709_uploaded_image1_1764949418.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657709_uploaded_image2_1764949420.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657709_uploaded_image3_1764949420.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657709_uploaded_image4_1764949420.jpeg)"
"1766789580-220","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5657708","Chemise","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image1_1764949263.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image2_1764949264.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image3_1764949264.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image4_1764949264.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image5_1764949264.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657708_uploaded_image6_1764949264.jpeg)"
"1766789590-221","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-5657707","Pantalon kaki","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657707_uploaded_image1_1764949208.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657707_uploaded_image2_1764949208.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657707_uploaded_image3_1764949208.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657707_uploaded_image4_1764949208.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657707_uploaded_image5_1764949208.jpeg)"
"1766789601-222","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/calecons-5657705","Caleçons","1 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657705_uploaded_image1_1764949059.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657705_uploaded_image2_1764949059.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657705_uploaded_image3_1764949059.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657705_uploaded_image4_1764949059.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657705_uploaded_image5_1764949059.jpeg)"
"1766789611-223","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djalabeh-5657721","Djalabeh","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image1_1764949913.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image2_1764949914.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image3_1764949914.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image4_1764949914.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image5_1764949914.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657721_uploaded_image6_1764949914.jpeg)"
"1766789622-224","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djalabeh-5657723","Djalabeh","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image1_1764949964.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image2_1764949965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image3_1764949965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image4_1764949965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image5_1764949965.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657723_uploaded_image6_1764949965.jpeg)"
"1766789634-225","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/jacket-en-jeans-5657793","Jacket en jeans","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image1_1764952502.jpg)
background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image2_1764952502.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image3_1764952502.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image4_1764952502.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image5_1764952502.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5657793_uploaded_image6_1764952502.jpeg)"
"1766789644-226","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/djialab-coton-5648803","Djialab coton","25 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5648803_uploaded_image1_1764526181.jpg)
background-image:url(https://images.coinafrique.com/thumb_5648803_uploaded_image2_1764526181.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5648803_uploaded_image3_1764526181.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5648803_uploaded_image4_1764526181.jpeg)"
"1766789655-227","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5664281","Pull over","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5664281_uploaded_image1_1765307284.jpg)
background-image:url(https://images.coinafrique.com/thumb_5664281_uploaded_image2_1765307284.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664281_uploaded_image3_1765307284.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664281_uploaded_image4_1765307284.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664281_uploaded_image5_1765307284.jpeg)"
"1766789665-228","https://sn.coinafrique.com/categorie/vetements-homme?page=1","https://sn.coinafrique.com/annonce/vetements-homme/pull-over-5664276","Pull-over","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image1_1765307194.jpg)
background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image2_1765307195.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image3_1765307195.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image4_1765307195.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image5_1765307195.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5664276_uploaded_image6_1765307195.jpeg)"
