web_scraper_order,web_scraper_start_url,container_urls,type habits,prix,adresse,image_lien
"1766787671-57","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/para-pluie-5409455","Para pluie","3 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image1_1751803857.jpg)
background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image2_1751803858.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image3_1751803858.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image4_1751803858.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image5_1751803858.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409455_uploaded_image6_1751803858.jpeg)"
"1766787681-58","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-la-pluie-5409451","Vêtements pour la pluie","3 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image1_1751803676.jpg)
background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image2_1751803676.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image3_1751803676.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image4_1751803676.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image5_1751803676.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409451_uploaded_image6_1751803676.jpeg)"
"1766787695-59","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/emsemble-pour-la-pluie-5409459","Emsemble pour la pluie","6 000 CFA","Colobane, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5409459_uploaded_image1_1751803940.jpg)
background-image:url(https://images.coinafrique.com/thumb_5409459_uploaded_image2_1751803940.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5409459_uploaded_image3_1751803940.jpeg)"
"1766787705-60","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-et-casquette-5460350","T-shirt Et casquette","5 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5460350_uploaded_image1_1754398524.jpg)
background-image:url(https://images.coinafrique.com/thumb_5460350_uploaded_image2_1754398524.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5460350_uploaded_image3_1754398524.jpeg)"
"1766787717-61","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemise-lin-homme-5460351","Chemise Lin homme","8 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5460351_uploaded_image1_1754398586.jpg)"
"1766787745-62","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tee-shirt-en-coton-pour-homme-5463022","Tee-shirt en coton pour homme","4 000 CFA","Grand Dakar, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5463022_uploaded_image1_1754517200.jpg)
background-image:url(https://images.coinafrique.com/thumb_5463022_uploaded_image2_1754517200.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5463022_uploaded_image3_1754517200.jpeg)"
"1766787758-63","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5471098","Chemises homme","25 000 CFA","Almadies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5471098_uploaded_image1_1754942626.jpg)
background-image:url(https://images.coinafrique.com/thumb_5471098_uploaded_image2_1754942626.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5471098_uploaded_image3_1754942626.jpeg)"
"1766787766-64","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/jean-oversized-5473114","Jean Oversized","8 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5473114_uploaded_image1_1755058671.jpg)
background-image:url(https://images.coinafrique.com/thumb_5473114_uploaded_image2_1755058672.jpeg)"
"1766787781-65","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5473116","Short homme","4 500 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5473116_uploaded_image1_1755058803.jpg)
background-image:url(https://images.coinafrique.com/thumb_5473116_uploaded_image2_1755058804.jpeg)"
"1766787791-66","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/veste-pour-homme-5478474","veste pour homme","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5478474_uploaded_image1_1755362528.jpg)
background-image:url(https://images.coinafrique.com/thumb_5478474_uploaded_image2_1755362528.jpeg)"
"1766787799-67","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-manche-courte-5478947","T-shirt manche courte","5 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5478947_uploaded_image1_1755391084.jpg)
background-image:url(https://images.coinafrique.com/thumb_5478947_uploaded_image2_1755391084.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5478947_uploaded_image3_1755391084.jpeg)"
"1766787811-68","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-costume-africain-homme-5478956","Ensemble costume africain homme","30 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5478956_uploaded_image1_1755391742.jpg)
background-image:url(https://images.coinafrique.com/thumb_5478956_uploaded_image2_1755391742.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5478956_uploaded_image3_1755391742.jpeg)"
"1766787820-69","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/t-shirt-5479472","T-shirt","2 000 CFA","Mariste, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5479472_uploaded_image1_1755439676.jpg)
background-image:url(https://images.coinafrique.com/thumb_5479472_uploaded_image2_1755439677.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5479472_uploaded_image3_1755439677.jpeg)"
"1766787829-70","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5482978","Vêtements pour hommes","7 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5482978_uploaded_image1_1755634531.jpg)
background-image:url(https://images.coinafrique.com/thumb_5482978_uploaded_image2_1755634531.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5482978_uploaded_image3_1755634531.jpeg)"
"1766787837-71","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5486782","Costume africain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5486782_uploaded_image1_1755802563.jpg)
background-image:url(https://images.coinafrique.com/thumb_5486782_uploaded_image2_1755802563.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5486782_uploaded_image3_1755802563.jpeg)"
"1766787847-72","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-homme-5487069","Ensemble homme","12 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5487069_uploaded_image1_1755812280.jpg)
background-image:url(https://images.coinafrique.com/thumb_5487069_uploaded_image2_1755812280.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5487069_uploaded_image3_1755812280.jpeg)"
"1766787875-73","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5490127","Chemises homme","11 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5490127_uploaded_image1_1755972461.jpg)
background-image:url(https://images.coinafrique.com/thumb_5490127_uploaded_image2_1755972461.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5490127_uploaded_image3_1755972461.jpeg)"
"1766787884-74","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/tenues-africaines-5492072","Tenues africaines","15 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5492072_uploaded_image1_1756125069.jpg)
background-image:url(https://images.coinafrique.com/thumb_5492072_uploaded_image2_1756125069.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5492072_uploaded_image3_1756125069.jpeg)"
"1766787893-75","https://sn.coinafrique.com/categorie/vetements-homme?page=3","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-chemises-kaki-5494282","Ensemble chemises Kaki","11 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5494282_uploaded_image1_1756235854.jpg)
background-image:url(https://images.coinafrique.com/thumb_5494282_uploaded_image2_1756235854.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5494282_uploaded_image3_1756235854.jpeg)"
"1766787913-76","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemise-5495619","Chemise","10 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5495619_uploaded_image1_1756301588.jpg)
background-image:url(https://images.coinafrique.com/thumb_5495619_uploaded_image2_1756301589.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5495619_uploaded_image3_1756301589.jpeg)"
"1766787922-77","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chaussures-homme-5497701","Chaussures homme","7 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5497701_uploaded_image1_1756418704.jpg)
background-image:url(https://images.coinafrique.com/thumb_5497701_uploaded_image2_1756418704.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5497701_uploaded_image3_1756418704.jpeg)"
"1766787930-78","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-cargo-5498127","Pantalon cargo","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5498127_uploaded_image1_1756460300.jpg)
background-image:url(https://images.coinafrique.com/thumb_5498127_uploaded_image2_1756460300.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5498127_uploaded_image3_1756460300.jpeg)"
"1766787941-79","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/ensemble-blousons-5503561","Ensemble blousons","25 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5503561_uploaded_image1_1756762895.jpg)
background-image:url(https://images.coinafrique.com/thumb_5503561_uploaded_image2_1756762895.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5503561_uploaded_image3_1756762895.jpeg)"
"1766787972-80","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africaine-5504240","Costume africaine","40 000 CFA","Ngor, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5504240_uploaded_image1_1756801063.jpg)
background-image:url(https://images.coinafrique.com/thumb_5504240_uploaded_image2_1756801063.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5504240_uploaded_image3_1756801063.jpeg)"
"1766787981-81","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/dialabe-5504244","Dialabé","8 000 CFA","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5504244_uploaded_image1_1756801260.jpg)
background-image:url(https://images.coinafrique.com/thumb_5504244_uploaded_image2_1756801260.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5504244_uploaded_image3_1756801260.jpeg)"
"1766787990-82","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505719","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5505719_uploaded_image1_1756855434.jpg)
background-image:url(https://images.coinafrique.com/thumb_5505719_uploaded_image2_1756855434.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5505719_uploaded_image3_1756855434.jpeg)"
"1766788001-83","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505726","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5505726_uploaded_image1_1756855677.jpg)
background-image:url(https://images.coinafrique.com/thumb_5505726_uploaded_image2_1756855677.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5505726_uploaded_image3_1756855677.jpeg)"
"1766788009-84","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505734","Vêtements pour hommes","9 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5505734_uploaded_image1_1756855859.jpg)
background-image:url(https://images.coinafrique.com/thumb_5505734_uploaded_image2_1756855860.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5505734_uploaded_image3_1756855860.jpeg)"
"1766788018-85","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/vetements-pour-hommes-5505740","Vêtements pour hommes","4 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5505740_uploaded_image1_1756856003.jpg)
background-image:url(https://images.coinafrique.com/thumb_5505740_uploaded_image2_1756856004.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5505740_uploaded_image3_1756856004.jpeg)"
"1766788029-86","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-col-mao-5507616","Costume Col Mao","40 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5507616_uploaded_image1_1756942821.jpg)"
"1766788038-87","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510423","Short homme","3 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5510423_uploaded_image1_1757080170.jpg)
background-image:url(https://images.coinafrique.com/thumb_5510423_uploaded_image2_1757080171.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5510423_uploaded_image3_1757080171.jpeg)"
"1766788049-88","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510429","Short homme","3 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5510429_uploaded_image1_1757080458.jpg)
background-image:url(https://images.coinafrique.com/thumb_5510429_uploaded_image2_1757080458.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5510429_uploaded_image3_1757080458.jpeg)"
"1766788057-89","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/short-homme-5510433","Short homme","3 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5510433_uploaded_image1_1757080608.jpg)
background-image:url(https://images.coinafrique.com/thumb_5510433_uploaded_image2_1757080608.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5510433_uploaded_image3_1757080608.jpeg)"
"1766788066-90","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/shorts-hommes-5510436","Shorts hommes","3 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5510436_uploaded_image1_1757080689.jpg)
background-image:url(https://images.coinafrique.com/thumb_5510436_uploaded_image2_1757080689.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5510436_uploaded_image3_1757080689.jpeg)"
"1766788076-91","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5513618","Chemises homme","15 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5513618_uploaded_image1_1757271994.jpg)
background-image:url(https://images.coinafrique.com/thumb_5513618_uploaded_image2_1757271995.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5513618_uploaded_image3_1757271995.jpeg)"
"1766788085-92","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalons-5513990","Pantalons","8 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5513990_uploaded_image1_1757298110.jpg)
background-image:url(https://images.coinafrique.com/thumb_5513990_uploaded_image2_1757298027.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5513990_uploaded_image3_1757298027.jpeg)"
"1766788094-93","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/nusamel-sport-5468839","Nusamel sport","12 500 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5468839_uploaded_image1_1754832244.jpg)
background-image:url(https://images.coinafrique.com/thumb_5468839_uploaded_image2_1754832244.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5468839_uploaded_image3_1754832244.jpeg)"
"1766788103-94","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5516951","Chemises homme","13 000 CFA","Ouest Foire, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5516951_uploaded_image1_1757433769.jpg)
background-image:url(https://images.coinafrique.com/thumb_5516951_uploaded_image2_1757433769.jpeg)"
"1766788112-95","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/costume-africain-5525142","Costume africain","45 000 CFA","Mbao, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5525142_uploaded_image1_1757865150.jpg)
background-image:url(https://images.coinafrique.com/thumb_5525142_uploaded_image2_1757865150.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5525142_uploaded_image3_1757865150.jpeg)"
"1766788125-96","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/polos-homme-5525292","Polos homme","6 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5525292_uploaded_image1_1757874532.jpg)
background-image:url(https://images.coinafrique.com/thumb_5525292_uploaded_image2_1757874533.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5525292_uploaded_image3_1757874533.jpeg)"
"1766788134-97","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/pantalon-kaki-homme-5525299","Pantalon Kaki homme","7 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5525299_uploaded_image1_1757874845.jpg)
background-image:url(https://images.coinafrique.com/thumb_5525299_uploaded_image2_1757874845.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5525299_uploaded_image3_1757874845.jpeg)"
"1766788158-98","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/chemises-homme-5528639","Chemises homme","15 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5528639_uploaded_image1_1758039595.jpg)
background-image:url(https://images.coinafrique.com/thumb_5528639_uploaded_image2_1758039595.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5528639_uploaded_image3_1758039595.jpeg)"
"1766788167-99","https://sn.coinafrique.com/categorie/vetements-homme?page=2","https://sn.coinafrique.com/annonce/vetements-homme/jalabe-royale-5530302","Jalabe  royale","Prix sur demande","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_5530302_uploaded_image1_1758114976.jpg)
background-image:url(https://images.coinafrique.com/thumb_5530302_uploaded_image2_1758114976.jpeg)
background-image:url(https://images.coinafrique.com/thumb_5530302_uploaded_image3_1758114976.jpeg)"
